Id;Band;Title;Cover;plays;Spotify;Albums;;;;;;;;
79;Coldplay ; Yellow;http://userserve-ak.last.fm/serve/126/88463661.png;10216727;1cMyopDfdBEl8kVPknpQmt;http://www.lastfm.it//music/Coldplay/Parachutes;http://www.lastfm.it//music/Coldplay/2005-07-13:+Peazza+Grande+Locarno,+Italy;http://www.lastfm.it//music/Coldplay/Yellow;http://www.lastfm.it//music/Coldplay/2005:+Coachella,+CA,+USA;;;;;
80;The Killers ; Somebody Told Me;http://userserve-ak.last.fm/serve/126/68101062.png;10634361;0PZ5PtgfrffW6SkTYZiQLd;http://www.lastfm.it//music/The+Killers/Hot+Fuss;http://www.lastfm.it//music/The+Killers/Somebody+Told+Me;http://www.lastfm.it//music/The+Killers/Direct+Hits;http://www.lastfm.it//music/+noredirect/Eri+esitt%C3%A4ji%C3%A4/Essential+Bands;;;;;
81;Britney Spears ; Work Bitch;http://userserve-ak.last.fm/serve/126/93148687.png;1846169;0DOgMeHlNponAEqczZoxX0;http://www.lastfm.it//music/Britney+Spears/Work+Bitch;http://www.lastfm.it//music/Various+Artists/NRJ+Music+Awards+15Th+Edition;http://www.lastfm.it//music/Various+Artists/Absolute+Music+74;http://www.lastfm.it//music/Various+Artists/Club+Sounds,+Volume+67;;;;;
82;Martin Garrix ; Animals (Original Mix);http://userserve-ak.last.fm/serve/126/93033683.png;189106;00OCqVCInfTUOTmUQPyAEA;http://www.lastfm.it//music/Martin+Garrix/Animals+(Remixes);http://www.lastfm.it//music/Various+Artists/Ministry+Of+Sound:+The+Annual+2014;;;;;;;
83;Radiohead ; Creep;http://userserve-ak.last.fm/serve/126/49158523.png;10607197;0KYHSg38GsU1naJ5jh1llP;http://www.lastfm.it//music/Radiohead/Pablo+Honey;http://www.lastfm.it//music/Radiohead/The+Best+Of;http://www.lastfm.it//music/Radiohead/DeLuxe+Collection;http://www.lastfm.it//music/Radiohead/Unplugged;;;;;
84;Bruno Mars ; Gorilla;http://userserve-ak.last.fm/serve/126/92206107.png;647511;1uIk1P6GFCbUyaAbqU7a6X;http://www.lastfm.it//music/Bruno+Mars/Unorthodox+Jukebox;http://www.lastfm.it//music/Various+Artists/Now+That%27s+What+I+Call+Music!+49;http://www.lastfm.it//music/Various+Artists/NRJ+200%25+Hits+2014;http://www.lastfm.it//music/Various+Artists/NRJ+Hits+2014;;;;;
85;Coldplay ; Speed of Sound;http://userserve-ak.last.fm/serve/126/88463793.png;6850584;1CAPtD2FgB23xGewa3nqkg;http://www.lastfm.it//music/Coldplay/X&Y;http://www.lastfm.it//music/Coldplay/X+&+Y;http://www.lastfm.it//music/Coldplay/2005-07-13:+Peazza+Grande+Locarno,+Italy;http://www.lastfm.it//music/Coldplay/Speed+of+Sound;;;;;
86;Ivan Gough & Feenixpawl feat. Georgi Kay ; In My Mind (Axwell Remix);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;34892;4CxuihAGRYzjRkpGVKqUfe;http://www.lastfm.it//music/Timmy+Trumpet+%2F+Tom+Piper/Ministry+of+Sound:+Sessions+Nine;http://www.lastfm.it//music/Various+Artists/This+is+EDM;http://www.lastfm.it//music/Various+Artists/Tomorrowland+2012,+Volume+2:+Mixed+by+Yves+V;http://www.lastfm.it//music/Various+Artists/M%C3%A1xima+FM+Compilation,+Volume+14;;;;;
87;Franz Ferdinand ; Take Me Out;http://userserve-ak.last.fm/serve/126/51497369.png;9265996;0AUZe16nb9HTmN9BUpDFBl;http://www.lastfm.it//music/Franz+Ferdinand/Franz+Ferdinand;http://www.lastfm.it//music/Franz+Ferdinand/Take+Me+Out;http://www.lastfm.it//music/Franz+Ferdinand/2005-5-20:+B2+Club,+Moscow,+Russia;http://www.lastfm.it//music/Franz+Ferdinand/Franz+Ferdinand+(SPECIAL+EDITION+VERSION);;;;;
88;Justin Timberlake ; Rock Your Body;http://userserve-ak.last.fm/serve/126/87945803.png;1948086;0OkxLpC3hfD5XUgYwV5mMO;http://www.lastfm.it//music/Justin+Timberlake/Justified;http://www.lastfm.it//music/Ashanti/R&B+Yearbook;http://www.lastfm.it//music/+noredirect/Various/R&B+Yearbook;http://www.lastfm.it//music/+noredirect/Various/Loose+Women+Girls%27+Night+Out;;;;;
89;Oasis ; Wonderwall;http://userserve-ak.last.fm/serve/126/72672488.png;13182067;06UfBBDISthj1ZJAtX4xjj;http://www.lastfm.it//music/Oasis/(What%27s+the+Story)+Morning+Glory%3F;http://www.lastfm.it//music/Oasis/Stop+the+Clocks;http://www.lastfm.it//music/Oasis/(What%27s+The+Story)+Morning+Glory;http://www.lastfm.it//music/Oasis/Familiar+to+Millions;;;;;
90;David Guetta ; She Wolf (Falling to Pieces);http://userserve-ak.last.fm/serve/126/92008771.jpg;216663;0hErXRUxNluo55B4djV9pU;http://www.lastfm.it//music/MC+Mario/Summer+Anthems+2013;http://www.lastfm.it//music/Various+Artists/M6+hits+2013;http://www.lastfm.it//music/Various+Artists/NRJ+Party+Hits+2012,+Volume+2;http://www.lastfm.it//music/Various+Artists/Now!+21;;;;;
91;Swedish House Mafia ; Save the World (Radio Mix);http://userserve-ak.last.fm/serve/126/62236733.png;493375;0FHALpp34jBS3fUn9IuoVt;http://www.lastfm.it//music/Swedish+House+Mafia/Save+The+World;http://www.lastfm.it//music/+noredirect/Various/538+Hitzone+58;http://www.lastfm.it//music/+noredirect/Various/Ultra+Dance+13;http://www.lastfm.it//music/Various+Artists/Summer+Hitz;;;;;
92;Justin Timberlake ; Like I Love You;http://userserve-ak.last.fm/serve/126/87945803.png;1362410;09FFRFXRbnEOywXzCuqL28;http://www.lastfm.it//music/Justin+Timberlake/Justified;http://www.lastfm.it//music/+noredirect/Various/R&B+Yearbook;http://www.lastfm.it//music/Justin+Timberlake/Greatest+Hits;http://www.lastfm.it//music/+noredirect/Various/Ultimate+Girls+Night+In;;;;;
93;Tiësto ; Chasing Summers (R3hab & Quintino Remix);http://userserve-ak.last.fm/serve/126/87869045.png;34476;0b1TSOBkfJ8t8RQzGfHgNc;http://www.lastfm.it//music/Ti%C3%ABsto/Chasing+Summers+(R3hab+&+Quintino+Remix);http://www.lastfm.it//music/Dzeko+&+Torres/Digital+Dreams+2013+Music+Festival+Soundtrack;http://www.lastfm.it//music/Various+Artists/Future+Trance,+Volume+64;http://www.lastfm.it//music/Various+Artists/Miami+2013+(Mixed+By+Mync,+R3Hab,+Nari+&+Milani);;;;;
93;Keane ; Everybody's Changing;http://userserve-ak.last.fm/serve/126/88261581.png;4114202;0Qeu6kLt2DOAjb9xJSy5Yi;http://www.lastfm.it//music/Keane/Hopes+and+Fears;http://www.lastfm.it//music/Keane/Everybody%27s+Changing;http://www.lastfm.it//music/Keane/The+Best+of+Keane;http://www.lastfm.it//music/Keane/Hopes+And+Fears+(Ecopac);;;;;
95;Swedish House Mafia ; One (Radio Edit);http://userserve-ak.last.fm/serve/126/50188835.png;244469;0GfJKj95o06NTwuqVzflII;http://www.lastfm.it//music/Swedish+House+Mafia/One+(Your+Name)+%5Bfeat.+Pharrell%5D;http://www.lastfm.it//music/+noredirect/Various/Dance+Floor+Vol+1;http://www.lastfm.it//music/Swedish+House+Mafia/One;http://www.lastfm.it//music/+noredirect/Various/Best+Of+2010+-+Die+Zweite;;;;;
96;Britney Spears ; Toxic;http://userserve-ak.last.fm/serve/126/83238203.png;4540163;00c5Yvh0m43e3otzvmZ4rI;http://www.lastfm.it//music/Britney+Spears/Greatest+Hits:+My+Prerogative;http://www.lastfm.it//music/Britney+Spears/In+the+Zone;http://www.lastfm.it//music/+noredirect/Various/100+Movie+Hits;http://www.lastfm.it//music/Britney+Spears/The+Singles+Collection;;;;;
97;Bruno Mars ; Natalie;http://userserve-ak.last.fm/serve/126/92206107.png;438679;0inMKhbKWOTDA9UBUAKoU6;0;;;;;;;;
98;Oasis ; Stop Crying Your Heart Out;http://userserve-ak.last.fm/serve/126/53472909.png;3470770;0yiNLbHN2Jxdy9B2VLTYcf;http://www.lastfm.it//music/Oasis/Heathen+Chemistry;http://www.lastfm.it//music/Oasis/Stop+Crying+Your+Heart+Out;http://www.lastfm.it//music/Oasis/Time+Flies...1994-2009;http://www.lastfm.it//music/Oasis/Greatest+Hits;;;;;
99;David Guetta ; She Wolf (Falling to Pieces) [feat. Sia];http://userserve-ak.last.fm/serve/126/83300897.png;1400634;0hErXRUxNluo55B4djV9pU;http://www.lastfm.it//music/David+Guetta/Nothing+but+the+Beat+2.0;http://www.lastfm.it//music/David+Guetta/She+Wolf+(Falling+to+Pieces)%5Bfeat.+Sia%5D;http://www.lastfm.it//music/+noredirect/Various/Ultra+Music+Festival+2013;;;;;;
100;Britney Spears ; I'm a Slave 4 U;http://userserve-ak.last.fm/serve/126/83238203.png;2241451;0gTnUJHw5op0xMuHrYsCSe;http://www.lastfm.it//music/Britney+Spears/Greatest+Hits:+My+Prerogative;http://www.lastfm.it//music/Britney+Spears/Britney;http://www.lastfm.it//music/Britney+Spears/The+Singles+Collection;http://www.lastfm.it//music/Britney+Spears/Greatest+Hits;;;;;
101;Moby ; Almost Home (Washed Out Remix);http://userserve-ak.last.fm/serve/126/96802611.jpg;5306;06oeDGKgmKMw4NRf45jaxe;0;;;;;;;;
102;Avicii ; I Could Be The One [Avicii vs Nicky Romero];http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;26345;0PMe5m1UEqxA5EihMU6VTs;0;;;;;;;;
103;Justin Timberlake ; Not a Bad Thing;http://userserve-ak.last.fm/serve/126/93401945.png;370448;0c4Wx7fqkQ3UnLTIgvzUqW;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+-+2+of+2;http://www.lastfm.it//music/Justin+Timberlake/Not+a+Bad+Thing;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+-+The+Complete+Experience;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+-+2+of+2+(Deluxe);;;;;
104;Beyoncé ; Irreplaceable;http://userserve-ak.last.fm/serve/126/9825341.jpg;3708844;13Ue1rVXhWRXpLGYMiSLa4;http://www.lastfm.it//music/Beyonc%C3%A9/B%27Day;http://www.lastfm.it//music/Beyonc%C3%A9/B%27Day+Deluxe+Edition;http://www.lastfm.it//music/Beyonc%C3%A9/B%27Day:+Deluxe+Edition;http://www.lastfm.it//music/+noredirect/Beyonc%C3%A9+and+Shakira/B%27Day+Deluxe+Edition;;;;;
105;Gorillaz ; On Melancholy Hill;http://userserve-ak.last.fm/serve/126/43379949.png;4074036;0Gn4JEW3u7Hu2EpuRmQETL;http://www.lastfm.it//music/Gorillaz/Plastic+Beach;http://www.lastfm.it//music/Gorillaz/On+Melancholy+Hill;http://www.lastfm.it//music/Gorillaz/iTunes+Session;http://www.lastfm.it//music/Gorillaz/Plastic+Beach+Live;;;;;
106;Calvin Harris ; I Need Your Love;http://userserve-ak.last.fm/serve/126/97748795.png;1736979;05SBRd4fXgn8FX7bf8BCAE;0;;;;;;;;
107;Ariana Grande ; Piano;http://userserve-ak.last.fm/serve/126/93181385.png;201367;1FSfCzJd8aSQ0nqTSbN4PO;0;;;;;;;;
108;Gorillaz ; All Alone;http://userserve-ak.last.fm/serve/126/44425129.png;2360882;3Ef0JkrvZfvG9n5evvkQS8;http://www.lastfm.it//music/Gorillaz/Demon+Days;http://www.lastfm.it//music/Gorillaz/Demon+Days+and+Greatest+Hits;http://www.lastfm.it//music/Gorillaz/Demon+Days+(Instrumental);http://www.lastfm.it//music/Gorillaz/2005-11-03:+Opera+House,+Manchester,+UK;;;;;
109;Beyoncé ; Countdown;http://userserve-ak.last.fm/serve/126/87899379.png;2061167;0OhPuw97xhnMHle2Os23Qr;http://www.lastfm.it//music/Beyonc%C3%A9/4;http://www.lastfm.it//music/Beyonc%C3%A9/4+(Deluxe);http://www.lastfm.it//music/Beyonc%C3%A9/Countdown;http://www.lastfm.it//music/Beyonc%C3%A9/4+Intimate+Nights+With+Beyonc%C3%A9;;;;;
110;Avicii ; Wake Me Up;http://userserve-ak.last.fm/serve/126/93069463.png;3593186;0R2649h4Ced8vl0rafTraz;http://www.lastfm.it//music/Avicii/True;http://www.lastfm.it//music/Avicii/Wake+Me+Up;http://www.lastfm.it//music/Various+Artists/Now+That%27s+What+I+Call+Music!+48;http://www.lastfm.it//music/Various+Artists/Absolute+Dance+Summer+2013;;;;;
111;Justin Timberlake ; Let the Groove Get In;http://userserve-ak.last.fm/serve/126/87945843.png;532406;2AobDJxjDp5TbxGdR3JGen;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+(Deluxe+Version);http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+-+The+Complete+Experience;http://www.lastfm.it//music/Justin+Timberlake/The+Complete+20%2F20+Experience;;;;;
112;Radiohead ; Like Spinning Plates;http://userserve-ak.last.fm/serve/126/52753499.png;2506576;2zwMpJfUO0TVQ5lruT2MdP;http://www.lastfm.it//music/Radiohead/Amnesiac;http://www.lastfm.it//music/Radiohead/I+Might+Be+Wrong:+Live+Recordings;http://www.lastfm.it//music/Radiohead/Album+Box+Set;http://www.lastfm.it//music/Radiohead/Amnesiac+(Collector%27s+Edition);;;;;
113;Duke Dumont feat. Jax Jones ; I Got U;http://userserve-ak.last.fm/serve/126/98761127.png;33688;2dMFVLkc6fAtB0YcnZkddv;http://www.lastfm.it//music/Various+Artists/BRAVO+Hits+85;http://www.lastfm.it//music/Various+Artists/NRJ+Extravadance+2014;http://www.lastfm.it//music/Various+Artists/Now+That%E2%80%99s+What+I+Call+Music!+87;;;;;;
114;Beyoncé ; End of Time;http://userserve-ak.last.fm/serve/126/87899379.png;1788620;0ABkRGhPCM4ITyDVajCE0C;http://www.lastfm.it//music/Beyonc%C3%A9/4;http://www.lastfm.it//music/Beyonc%C3%A9/4+(Deluxe);http://www.lastfm.it//music/Beyonc%C3%A9/4+Intimate+Nights+With+Beyonc%C3%A9;;;;;;
115;B.o.B ; Nothin' on You (feat. Bruno Mars);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;1346127;0AgBcWDlfNvn28JohIuG9m;0;;;;;;;;
116;Tinashe ; 2 On Feat. ScHoolboy Q;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;11307;2dMFVLkc6fAtB0YcnZkddv;0;;;;;;;;
117;Radiohead ; Everything in Its Right Place;http://userserve-ak.last.fm/serve/126/97370123.png;6487428;0EbbQxW5KqDo2lS4Uxtoz5;http://www.lastfm.it//music/Radiohead/Kid+A;http://www.lastfm.it//music/Radiohead/The+Best+Of;http://www.lastfm.it//music/Radiohead/I+Might+Be+Wrong:+Live+Recordings;http://www.lastfm.it//music/Paul+Oakenfold/Greatest+Hits+&+Remixes;;;;;
118;Destiny's Child ; Lose My Breath;http://userserve-ak.last.fm/serve/126/78989921.png;1226046;0rx4w4jih9e5uEaQlkxUCY;http://www.lastfm.it//music/Destiny%27s+Child/Destiny+Fulfilled;http://www.lastfm.it//music/Destiny%27s+Child/Lose+My+Breath;http://www.lastfm.it//music/Destiny%27s+Child/Playlist:+The+Very+Best+Of+Destiny%27s+Child;http://www.lastfm.it//music/Destiny%27s+Child/Live+in+Atlanta;;;;;
119;Cher Lloyd ; Sirens;http://userserve-ak.last.fm/serve/126/98637225.png;79032;2wg4TZ4WENyLGhOoQncz6r;http://www.lastfm.it//music/Cher+Lloyd/Sorry+I%27m+Late;http://www.lastfm.it//music/Cher+Lloyd/Sirens;;;;;;;
120;Blood Cultures ; Mercury Child;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;6548;4ZiYIQq0WUPMGMtbVMZoMb;0;;;;;;;;
121;Two Door Cinema Club ; Changing Of The Seasons (Monsieur Adi Remix);http://userserve-ak.last.fm/serve/126/98071923.png;26558;2d3HNSnYkOCWfmvsDXlZLf;http://www.lastfm.it//music/Two+Door+Cinema+Club/Changing+of+the+Seasons;http://www.lastfm.it//music/Two+Door+Cinema+Club/Changing+of+the+Seasons+EP;;;;;;;
122;Destiny's Child ; Say My Name;http://userserve-ak.last.fm/serve/126/87900563.png;1469299;0Tm6EPYiVrQxRClsAHXh5t;http://www.lastfm.it//music/Destiny%27s+Child/The+Writing%27s+on+the+Wall;http://www.lastfm.it//music/+noredirect/Destiny%27s+Child+featuring+Next/The+Writing%27s+On+The+Wall;http://www.lastfm.it//music/Destiny%27s+Child/The+Writing+On+The+Wall;http://www.lastfm.it//music/Destiny%27%27s+Child+featuring+Missy+Elliott/The+Writing%27s+On+The+Wall;;;;;
123;Shakira ; Broken Record;http://userserve-ak.last.fm/serve/126/97145547.png;72769;3qNIcpj4nU6FPmHxgeLX14;http://www.lastfm.it//music/Shakira/Shakira.+(Deluxe+Version);http://www.lastfm.it//music/Shakira/Shakira.;;;;;;;
124;Sam Smith ; Money on My Mind;http://userserve-ak.last.fm/serve/126/97604427.png;550622;012l2BANUkQGaS6u95640I;http://www.lastfm.it//music/Sam+Smith/Nirvana;http://www.lastfm.it//music/Sam+Smith/Money+on+My+Mind;http://www.lastfm.it//music/Various+Artists/BRAVO+Hits+85;http://www.lastfm.it//music/Various+Artists/NRJ+Extravadance+2014;;;;;
125;Bastille ; Overjoyed;http://userserve-ak.last.fm/serve/126/91244823.png;857021;0LqYeGiZShQHh8G0Q0YodP;http://www.lastfm.it//music/Bastille/Bad+Blood;http://www.lastfm.it//music/Bastille/All+This+Bad+Blood;http://www.lastfm.it//music/Bastille/Overjoyed;http://www.lastfm.it//music/Bastille/Bad+Blood+(The+Extended+Cut);;;;;
126;Kylie Minogue ; I Was Gonna Cancel;http://userserve-ak.last.fm/serve/126/99156613.png;147046;2wawV8tgZ98Tj662chF0ZY;http://www.lastfm.it//music/Kylie+Minogue/Kiss+Me+Once;http://www.lastfm.it//music/Kylie+Minogue/I+Was+Gonna+Cancel;;;;;;;
127;Martin Garrix ; Animals (Oliver Heldens Remix);http://userserve-ak.last.fm/serve/126/98509503.png;5500;282exq92taQQcybNOLzUyU;http://www.lastfm.it//music/Martin+Garrix/Animals;http://www.lastfm.it//music/Martin+Garrix/Animals+(The+Remixes+Part+1);http://www.lastfm.it//music/Martin+Garrix/Animals+(Remixes+Part+2);http://www.lastfm.it//music/Martin+Garrix/Animals+(The+Remixes,+Pt.+1);;;;;
128;Rihanna ; Pour It Up;http://userserve-ak.last.fm/serve/126/88046117.png;1064593;1S8hsK0JZktnB3RVKOg7Br;http://www.lastfm.it//music/Rihanna/Unapologetic+(Deluxe+Edition);http://www.lastfm.it//music/Rihanna/Greatest+Hits;http://www.lastfm.it//music/Mike+Will+Made-It/Est.+In+1989+(Part+2.5);http://www.lastfm.it//music/DJ+Efeezy+-+Blac+Chyna/M.I.L.F.;;;;;
128;Bastille ; Get Home;http://userserve-ak.last.fm/serve/126/91244823.png;460014;17NxcEIgoRpCJfGhsQVkgn;http://www.lastfm.it//music/Bastille/Bad+Blood;http://www.lastfm.it//music/Bastille/All+This+Bad+Blood;http://www.lastfm.it//music/Bastille/Bad+Blood+(The+Extended+Cut);http://www.lastfm.it//music/Bastille/Laura+Palmer;;;;;
130;Shakira ; The One Thing;http://userserve-ak.last.fm/serve/126/97145547.png;79457;1gbioEy2KANAFYWuh0qK8w;http://www.lastfm.it//music/Shakira/Shakira.+(Deluxe+Version);http://www.lastfm.it//music/Shakira/Shakira.;;;;;;;
131;Clean Bandit ; Rather Be (The Magician Remix);http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;9173;0VsnuPQvO8gtY9HLvNWsHQ;0;;;;;;;;
132;Ariana Grande ; Baby I;http://userserve-ak.last.fm/serve/126/93181385.png;443963;2AWmU2VGTDjYBjQfJVR25M;http://www.lastfm.it//music/Ariana+Grande/Yours+Truly;http://www.lastfm.it//music/Ariana+Grande/Baby+I;http://www.lastfm.it//music/Various+Artists/Radio+538+Hitzone+67;http://www.lastfm.it//music/Various+Artists/The+Dome,+Volume+67;;;;;
133;Imagine Dragons ; Tiptoe;http://userserve-ak.last.fm/serve/126/87897873.png;1413798;2uwNh0Rzg5HYgSwmzmbDiK;0;;;;;;;;
134;Kelly Clarkson ; Catch My Breath;http://userserve-ak.last.fm/serve/126/82765525.png;626100;0FxCmuoZ1EskRWLRPm9vXz;http://www.lastfm.it//music/Kelly+Clarkson/Catch+My+Breath;http://www.lastfm.it//music/Kelly+Clarkson/Greatest+Hits+-+Chapter+One;http://www.lastfm.it//music/+noredirect/Various/Mujeres+Y+Hombres+Y+Viceversa+4;http://www.lastfm.it//music/+noredirect/Various/Europa+FM+(2013);;;;;
135;Icona Pop ; In the Stars;http://userserve-ak.last.fm/serve/126/91898885.png;103572;04APSAy5ejVkr6eDKD79OT;0;;;;;;;;
136;Pitbull ; Timber;http://cdn.last.fm/flatness/responsive/2/noimage/default_album_140_g2.png;1420764;06AeIh9XvtfRfSdz5h4HZR;0;;;;;;;;
137;Panic! at the Disco ; This Is Gospel;http://userserve-ak.last.fm/serve/126/92264309.png;511650;3yZQk5PC52CCmT4ZaTIKvv;http://www.lastfm.it//music/Panic!+at+the+Disco/Too+Weird+to+Live,+Too+Rare+to+Die!;http://www.lastfm.it//music/Panic!+at+the+Disco/This+Is+Gospel;;;;;;;
138;Foster the People ; Ask Yourself;http://userserve-ak.last.fm/serve/126/96064521.png;174129;6vtLtrPHZAo5OUy1Sk9BTH;0;;;;;;;;
139;Icona Pop ; Hold On;http://userserve-ak.last.fm/serve/126/91898885.png;67418;00IxG10QjnLI2HS0y9dH9o;0;;;;;;;;
140;Naughty Boy ; La La La;http://userserve-ak.last.fm/serve/126/87916583.png;1179952;01u8Xzn8dpnypNnGeCd1nx;http://www.lastfm.it//music/Naughty+Boy/La+La+La;http://www.lastfm.it//music/Naughty+Boy/Hotel+Cabana;http://www.lastfm.it//music/Various+Artists/Now+That%27s+What+I+Call+Music!+50;http://www.lastfm.it//music/Various+Artists/NRJ+200%25+Hits+2013,+Volume+2;;;;;
141;Panic! at the Disco ; Nicotine;http://userserve-ak.last.fm/serve/126/92264309.png;325956;5Q4H1XkVHxQjnrHCUpS61d;http://www.lastfm.it//music/Panic!+at+the+Disco/Too+Weird+to+Live,+Too+Rare+to+Die!;http://www.lastfm.it//music/Panic!+at+the+Disco/Nicotine+EP;;;;;;;
142;Foster the People ; Best Friend;http://userserve-ak.last.fm/serve/126/96064521.png;258800;6p3tl3bbNHnraakyCAx00F;http://www.lastfm.it//music/Foster+the+People/Supermodel;http://www.lastfm.it//music/Foster+the+People/Best+Friend;http://www.lastfm.it//music/Various+Artists/Le+Lab+Virgin+Radio;;;;;;
143;Lady Gaga ; Swine;http://userserve-ak.last.fm/serve/126/93681345.png;891902;5wLnc2YmvZoeO7iG4sZInn;0;;;;;;;;
144;Pitbull ; Feel This Moment;http://userserve-ak.last.fm/serve/126/86736931.jpg;701000;0BpLdtKKfm5jgyk0OextEo;0;;;;;;;;
145;Coldplay ; U.F.O.;http://userserve-ak.last.fm/serve/126/88588967.png;1331323;3jc63Zf0kxPlGh6mEq9SZJ;http://www.lastfm.it//music/Coldplay/Mylo+Xyloto;http://www.lastfm.it//music/Coldplay/Up+With+the+Birds+%2F+U.F.O.;;;;;;;
146;Broken Bells ; Holding on for Life;http://userserve-ak.last.fm/serve/126/94621413.png;415353;0XxcgpQUQHaSeUwMB94IbW;http://www.lastfm.it//music/Broken+Bells/Holding+On+for+Life;http://www.lastfm.it//music/Broken+Bells/After+the+Disco;;;;;;;
147;Bonnie McKee ; American Girl;http://userserve-ak.last.fm/serve/126/91239735.png;256695;0GMnnGccgsbym9Q265kg3u;http://www.lastfm.it//music/Bonnie+McKee/American+Girl;http://www.lastfm.it//music/+noredirect/Various/I+Love+Party;http://www.lastfm.it//music/+noredirect/Various/MuchDance+2014;http://www.lastfm.it//music/Various/DansePlus+2014;;;;;
148;Justin Timberlake ; Mirrors;http://userserve-ak.last.fm/serve/126/87945843.png;3397234;00xcmjo9aGFsZqK87TBK7u;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+(Deluxe+Version);http://www.lastfm.it//music/Justin+Timberlake/Mirrors;http://www.lastfm.it//music/Justin+Timberlake/The+20%2F20+Experience+-+The+Complete+Experience;;;;;
149;Tokyo Police Club ; Hot Tonight;http://userserve-ak.last.fm/serve/126/97376263.png;76249;5hi5e3Hwh0A5DGOloOcz2n;0;;;;;;;;
